Application class: default
complTime,nM,nR,Mavg,Mmax,Ravg,Rmax,SHavg,SHmax,Bavg,Bmax,users,dataSize,nCores
82986,3,3,50575,65275,7553,8260,39876,40317,241637375,241656733,1,750,40
73625,3,3,45140,56537,7480,7688,30790,31122,241637375,241656733,1,750,40
81603,3,3,48877,63574,7708,8156,37680,38014,241637375,241656733,1,750,40
84963,3,3,48923,67841,7465,7685,44278,44627,241637375,241656733,1,750,40
76256,3,3,47755,60751,7352,7948,34101,34817,241637375,241656733,1,750,40
91994,3,3,53536,75489,7423,7711,47963,48465,241637375,241656733,1,750,40
76496,3,3,46301,58958,7457,7735,34850,35555,241637375,241656733,1,750,40
76780,3,3,47835,59451,7686,8397,30604,30655,241637375,241656733,1,750,40
78529,3,3,47230,60634,7904,8608,37218,37705,241637375,241656733,1,750,40
83088,3,3,49197,66293,7617,8043,39067,39701,241637375,241656733,1,750,40
83988,3,3,51061,67612,7569,7680,39911,40294,241637375,241656733,1,750,40
82835,3,3,48836,64797,7719,8521,38426,38791,241637375,241656733,1,750,40
79528,3,3,48447,62279,7385,7549,38347,39172,241637375,241656733,1,750,40
87973,3,3,51438,70117,7677,8552,46395,46721,241637375,241656733,1,750,40
75268,3,3,48576,58489,7543,8007,28295,28721,241637375,241656733,1,750,40
81089,3,3,50790,63652,7994,9160,35711,36288,241637375,241656733,1,750,40
80271,3,3,47737,62761,7111,7392,37677,38054,241637375,241656733,1,750,40
79544,3,3,49487,61870,7927,8934,34498,34892,241637375,241656733,1,750,40
88786,3,3,51729,71329,7912,8318,45642,45824,241637375,241656733,1,750,40
80253,3,3,49367,63003,8325,8453,34761,35247,241637375,241656733,1,750,40

