complTime,nCores
24882,80
26851,80
24505,80
23027,80
24072,80
26071,80
23033,80
24325,80
22288,80
22893,80
23374,80
23183,80
21990,80
24880,80
24786,80
23721,80
23182,80
25100,80
22022,80
23710,80
