complTime,nCores
32831,120
23113,120
23085,120
22640,120
25151,120
24804,120
24829,120
24555,120
25467,120
25351,120
22520,120
22943,120
22406,120
25251,120
23274,120
27877,120
25183,120
24636,120
25709,120
26030,120
