complTime,nCores
22815,100
24612,100
32881,100
25239,100
24800,100
24747,100
24791,100
23753,100
22701,100
23474,100
22949,100
22191,100
22431,100
24998,100
24957,100
25590,100
24952,100
34527,100
22304,100
23045,100
