complTime,nCores
35012,60
25514,60
23261,60
22458,60
22548,60
24572,60
22645,60
25507,60
22411,60
24633,60
22835,60
22836,60
24325,60
22727,60
24646,60
27339,60
23479,60
22057,60
24365,60
24679,60
