Application class: Q3
complTime,nM,nR,Mavg,Mmax,Ravg,Rmax,SHavg,SHmax,Bavg,Bmax,users,dataSize,nCores
258720,25,1,93205,147670,3207,3207,46495,46495,1826,1826,1,50,2
242924,25,1,87818,140732,2984,2984,40939,40939,1826,1826,1,50,2
244708,25,1,89685,141225,2765,2765,40715,40715,1826,1826,1,50,2
243743,25,1,87960,132691,3555,3555,44462,44462,1826,1826,1,50,2
237883,25,1,85621,130768,3952,3952,42316,42316,1826,1826,1,50,2
236008,25,1,88609,134288,2921,2921,39621,39621,1826,1826,1,50,2
242416,25,1,85303,129254,2457,2457,39435,39435,1826,1826,1,50,2
228129,25,1,84426,133961,2767,2767,39735,39735,1826,1826,1,50,2
230402,25,1,87786,135051,3882,3882,42633,42633,1826,1826,1,50,2
239793,25,1,89798,130126,2767,2767,46476,46476,1826,1826,1,50,2
244560,25,1,89116,139749,3871,3871,45084,45084,1826,1826,1,50,2
244297,25,1,88762,138928,3533,3533,38472,38472,1826,1826,1,50,2
245567,25,1,84918,143474,5005,5005,35812,35812,1826,1826,1,50,2
234017,25,1,87870,135264,3604,3604,39389,39389,1826,1826,1,50,2
242038,25,1,87885,143040,3219,3219,39229,39229,1826,1826,1,50,2
235222,25,1,89620,134654,4192,4192,41118,41118,1826,1826,1,50,2
239549,25,1,87599,136106,3783,3783,39559,39559,1826,1826,1,50,2
237142,25,1,85110,139728,4531,4531,33727,33727,1826,1826,1,50,2
225582,25,1,84360,126406,1884,1884,40405,40405,1826,1826,1,50,2
229694,25,1,85366,123070,2910,2910,41454,41454,1826,1826,1,50,2

