Application class: R1
complTime,nM,nR,Mavg,Mmax,Ravg,Rmax,SHavg,SHmax,Bavg,Bmax,users,dataSize,nCores
547731,591,619,44097,86054,2624,3972,29047,380956,195396,201597,1,1000,60
540390,591,619,44170,87422,2713,4363,28304,373810,195396,201597,1,1000,60
552370,591,619,44467,85568,2693,4057,29291,385879,195396,201597,1,1000,60
556573,591,619,45716,84971,2618,4044,28708,390517,195396,201597,1,1000,60
554292,591,619,44400,84272,2655,4032,29762,390481,195396,201597,1,1000,60
556862,591,619,44995,90969,2593,4652,29163,391646,195396,201597,1,1000,60
562840,591,619,45328,85521,3165,13227,28136,390609,195396,201597,1,1000,60
560169,591,619,45403,91457,2644,4693,29657,393820,195396,201597,1,1000,60
563605,591,619,45238,87528,2639,4153,30463,397013,195396,201597,1,1000,60
554211,591,619,44318,87271,2735,12634,27573,379827,195396,201597,1,1000,60
544131,591,619,44452,85540,2650,5190,28465,377888,195396,201597,1,1000,60
566938,591,619,45882,87588,3087,12399,28777,389544,195396,201597,1,1000,60
556691,591,619,43898,88157,2788,12056,29181,384739,195396,201597,1,1000,60
569305,591,619,45650,88548,2618,10771,29253,396516,195396,201597,1,1000,60
560866,591,619,45402,85805,2686,4160,29980,394254,195396,201597,1,1000,60
550956,591,619,44566,89361,2674,4018,28553,381832,195396,201597,1,1000,60
556781,591,619,45907,85835,2643,4379,29216,385231,195396,201597,1,1000,60
570998,591,619,46528,92060,2581,3944,30194,399587,195396,201597,1,1000,60
557896,591,619,45063,86934,2684,3938,29789,390008,195396,201597,1,1000,60
550012,591,619,44041,88367,2500,3802,29708,384906,195396,201597,1,1000,60

