complTime,nM,nR,Mavg,Mmax,Ravg,Rmax,SHavg,SHmax,dataSize,nCores
400682,434,455,46130,87008,1882,3277,25906,261526,540010211,60
371669,434,455,30079,82378,1970,3384,35408,284956,540010211,60
416357,434,455,40040,87966,1914,3441,35649,328462,540010211,60
407320,434,455,45976,83343,2044,3408,27959,273603,540010211,60
396581,434,455,37185,86856,2784,11793,30853,299919,540010211,60
360306,434,455,30130,83702,1828,3478,32497,266182,540010211,60
406589,434,455,43341,86458,1907,3114,29559,270943,540010211,60
400689,434,455,40920,87902,2118,8897,31950,313273,540010211,60
391037,434,455,39521,87591,1977,3539,30794,292743,540010211,60
398644,434,455,41322,86452,1839,3211,29764,266712,540010211,60
399077,434,455,45767,85562,1808,3350,26483,262130,540010211,60
390314,434,455,35008,84981,2080,3210,35632,304515,540010211,60
417664,434,455,46400,92015,1909,3103,29865,281530,540010211,60
392148,434,455,45057,85707,1909,3180,25266,254565,540010211,60
403194,434,455,45991,87536,1869,3415,26796,267432,540010211,60
318686,434,455,33404,91247,1998,3418,22351,184409,540010211,60
478697,434,455,47402,85717,1869,2946,39660,344659,540010211,60
250818,434,455,21766,37459,2009,4030,20815,168710,540010211,60
380252,434,455,35855,85411,1968,3145,32180,246637,540010211,60
410528,434,455,46793,83020,1949,3194,28242,278502,540010211,60
