complTime,nM,nR,Mavg,Mmax,Ravg,Rmax,SHavg,SHmax,dataSize,nCores
280912,288,302,50130,88902,3123,4554,25734,158830,359965927,60
124373,288,302,15087,31630,2937,4258,12642,64688,359965927,60
218976,288,302,27000,80287,2821,4497,28117,151632,359965927,60
188505,288,302,23878,78168,2767,5107,21607,120325,359965927,60
195697,288,302,22303,74665,2712,4254,24813,128659,359965927,60
173504,288,302,20115,40037,3008,4395,22066,113372,359965927,60
278425,288,302,44672,86606,3013,4650,29952,205432,359965927,60
277349,288,302,47422,83869,2742,4437,26002,158854,359965927,60
278572,288,302,49188,85820,2747,4478,24654,156269,359965927,60
264144,288,302,43929,85865,2764,4298,25264,145010,359965927,60
297409,288,302,47969,88924,2827,4716,30780,175098,359965927,60
276697,288,302,44340,85812,2847,4642,28596,156126,359965927,60
178633,288,302,30710,85602,3048,4773,13659,86212,359965927,60
130109,288,302,15422,32649,3065,4401,13973,67462,359965927,60
174784,288,302,18495,54114,2874,4637,23266,113752,359965927,60
253400,288,302,34827,85594,2956,4311,31388,176259,359965927,60
202505,288,302,18209,48973,2919,4420,31809,140598,359965927,60
220916,288,302,25465,67380,3060,4675,30392,156564,359965927,60
174477,288,302,19894,55368,2845,4608,22604,113232,359965927,60
195485,288,302,21715,64855,2600,4339,26624,132393,359965927,60
