complTime,nM,nR,Mavg,Mmax,Ravg,Rmax,SHavg,SHmax,dataSize,nCores
1794684,1183,1009,44266,90192,6078,23263,199463,562307,1439980416,120
1808807,1183,1009,43763,89664,6408,23242,202187,581443,1439980416,120
1918429,1183,1009,43782,87777,6326,24315,219955,522453,1439980416,120
1837854,1183,1009,42340,87811,6176,21673,208953,532115,1439980416,120
1759267,1183,1009,42860,85965,6419,29057,196503,596801,1439980416,120
1905325,1183,1009,42572,87882,6120,19266,219766,588469,1439980416,120
3371924,1183,1009,43189,87977,8261,41251,426447,1359671,1439980416,120
2859638,1183,1009,43475,90428,7581,32551,351660,930326,1439980416,120
3355708,1183,1009,43672,97278,8357,37686,428138,1159819,1439980416,120
3358566,1183,1009,42092,89693,7982,30325,427348,1215722,1439980416,120
2849818,1183,1009,41463,91539,7697,25045,351643,847944,1439980416,120
3505357,1183,1009,44255,90724,7695,36722,447627,1270459,1439980416,120
3467863,1183,1009,43311,90461,9458,33018,437694,1445875,1439980416,120
3000269,1183,1009,44032,93019,7789,39805,369618,1040661,1439980416,120
3172743,1183,1009,41921,83564,7709,31786,401946,1343925,1439980416,120
3771084,1183,1009,43350,89268,9347,45310,481693,1277226,1439980416,120
3164587,1183,1009,41945,106369,8117,35761,397931,1279431,1439980416,120
2872871,1183,1009,43092,89320,8214,42366,358485,1058195,1439980416,120
4089494,1183,1009,45610,100386,8569,39072,524333,1510836,1439980416,120
2881439,1183,1009,41952,88936,8021,33824,356425,1217802,1439980416,120
