Application class: R1
complTime,nM,nR,Mavg,Mmax,Ravg,Rmax,SHavg,SHmax,Bavg,Bmax,users,dataSize,nCores
45662,144,151,21858,30317,2258,3378,8111,16568,34104,42813,1,250,100
51572,144,151,25080,32314,2286,3569,7282,16143,34104,42813,1,250,100
43542,144,151,21624,28942,2275,3556,7743,15138,34104,42813,1,250,100
44195,144,151,22312,29396,2313,3602,7501,16479,34104,42813,1,250,100
43904,144,151,21788,28409,2254,3657,7510,15699,34104,42813,1,250,100
45247,144,151,22998,29587,2295,4026,7692,16628,34104,42813,1,250,100
45445,144,151,22739,29497,2177,3677,7038,15759,34104,42813,1,250,100
48774,144,151,23584,34353,2486,3264,10088,20102,34104,42813,1,250,100
49035,144,151,23954,33496,2483,3616,9294,20748,34104,42813,1,250,100
49404,144,151,22506,29716,4889,10973,7787,16895,34104,42813,1,250,100
47123,144,151,23610,30873,2398,3862,7767,17851,34104,42813,1,250,100
44163,144,151,21419,27846,2120,3612,7509,14971,34104,42813,1,250,100
48898,144,151,24137,34189,2397,3461,9532,21352,34104,42813,1,250,100
50461,144,151,23777,35796,2533,3332,11540,22841,34104,42813,1,250,100
45859,144,151,22449,28991,2167,3863,7339,16180,34104,42813,1,250,100
106688,144,151,77063,88888,2530,3231,10858,20204,34104,42813,1,250,100
49229,144,151,23719,34210,2446,3351,9887,21280,34104,42813,1,250,100
45720,144,151,22076,29381,2287,3221,7764,15599,34104,42813,1,250,100
43544,144,151,20278,28591,2461,3589,7828,15758,34104,42813,1,250,100
46071,144,151,23222,30800,2383,3633,7657,17038,34104,42813,1,250,100

