complTime,nCores
446310,100
313800,100
406914,100
447187,100
406586,100
328036,100
461411,100
423533,100
346359,100
381798,100
367333,100
279555,100
415663,100
389402,100
449447,100
424041,100
425774,100
439288,100
445797,100
438324,100
