complTime,nCores
367553,120
366385,120
314243,120
299079,120
311483,120
217557,120
291161,120
252743,120
302235,120
368099,120
293568,120
263035,120
303730,120
261557,120
255733,120
296218,120
309025,120
328033,120
351539,120
323888,120
