complTime,nCores
1026271,60
1015894,60
1020812,60
1039553,60
1034886,60
1024395,60
1023024,60
1031777,60
1033393,60
1042002,60
1045604,60
1017827,60
1018968,60
1041235,60
1060123,60
1015910,60
1038278,60
1036897,60
1033017,60
1030253,60
