complTime,dataSize,nCores
490851,1079995733,100
489181,1079995733,100
498481,1079995733,100
624239,1079995733,100
498964,1079995733,100
495884,1079995733,100
491267,1079995733,100
508987,1079995733,100
495564,1079995733,100
493747,1079995733,100
494067,1079995733,100
621215,1079995733,100
501373,1079995733,100
498057,1079995733,100
572994,1079995733,100
498100,1079995733,100
495711,1079995733,100
511370,1079995733,100
512593,1079995733,100
493567,1079995733,100
