complTime,dataSize,nCores
230622,359965927,100
92483,359965927,100
84455,359965927,100
125103,359965927,100
94986,359965927,100
167060,359965927,100
141808,359965927,100
190942,359965927,100
95614,359965927,100
167410,359965927,100
150177,359965927,100
146422,359965927,100
99891,359965927,100
94548,359965927,100
150130,359965927,100
151107,359965927,100
147581,359965927,100
172302,359965927,100
145804,359965927,100
116318,359965927,100
