complTime,dataSize,nCores
280912,359965927,60
124373,359965927,60
218976,359965927,60
188505,359965927,60
195697,359965927,60
173504,359965927,60
278425,359965927,60
277349,359965927,60
278572,359965927,60
264144,359965927,60
297409,359965927,60
276697,359965927,60
178633,359965927,60
130109,359965927,60
174784,359965927,60
253400,359965927,60
202505,359965927,60
220916,359965927,60
174477,359965927,60
195485,359965927,60
