complTime,dataSize,nCores
1794684,1439980416,120
1808807,1439980416,120
1918429,1439980416,120
1837854,1439980416,120
1759267,1439980416,120
1905325,1439980416,120
3371924,1439980416,120
2859638,1439980416,120
3355708,1439980416,120
3358566,1439980416,120
2849818,1439980416,120
3505357,1439980416,120
3467863,1439980416,120
3000269,1439980416,120
3172743,1439980416,120
3771084,1439980416,120
3164587,1439980416,120
2872871,1439980416,120
4089494,1439980416,120
2881439,1439980416,120
