complTime,dataSize,nCores
88317,48547566,60
90802,48547566,60
81419,48547566,60
82207,48547566,60
85598,48547566,60
79958,48547566,60
86390,48547566,60
82085,48547566,60
80324,48547566,60
82859,48547566,60
77646,48547566,60
84712,48547566,60
79430,48547566,60
88014,48547566,60
82285,48547566,60
90051,48547566,60
87597,48547566,60
82961,48547566,60
87653,48547566,60
90727,48547566,60
