Application class: default
complTime,nM,nR,Mavg,Mmax,Ravg,Rmax,SHavg,SHmax,Bavg,Bmax,users,dataSize,nCores
194690,144,151,38292,79113,1876,3041,29099,133257,34104,42813,1,250,40
95217,144,151,17954,34642,1845,3137,9830,44014,34104,42813,1,250,40
99099,144,151,17854,34691,1985,2870,11849,49973,34104,42813,1,250,40
95703,144,151,17347,33040,1967,3402,10774,46426,34104,42813,1,250,40
111415,144,151,17682,43184,1985,2824,16270,60908,34104,42813,1,250,40
92435,144,151,16880,33070,1929,3498,9930,45905,34104,42813,1,250,40
108017,144,151,17072,33012,1871,3000,14758,59349,34104,42813,1,250,40
131743,144,151,20181,56862,1866,2728,22178,84006,34104,42813,1,250,40
100514,144,151,17398,40766,2092,3301,11397,44887,34104,42813,1,250,40
109041,144,151,18435,45230,1838,3131,13895,57167,34104,42813,1,250,40
100787,144,151,16869,40066,1883,3241,12818,53873,34104,42813,1,250,40
131670,144,151,17259,33344,1769,2770,24042,80555,34104,42813,1,250,40
149252,144,151,17204,32554,2569,10239,27321,92297,34104,42813,1,250,40
95765,144,151,16133,31823,1907,3187,11887,51952,34104,42813,1,250,40
151931,144,151,22396,39257,1827,2907,26867,100076,34104,42813,1,250,40
209392,144,151,51376,85694,1910,3000,21875,103640,34104,42813,1,250,40
94202,144,151,17450,33128,1925,3077,10614,45798,34104,42813,1,250,40
121172,144,151,19513,34451,3104,10043,16460,63536,34104,42813,1,250,40
96571,144,151,18401,32682,1959,3276,10633,42792,34104,42813,1,250,40
153077,144,151,31923,80881,1907,3745,19136,94656,34104,42813,1,250,40

