Application class: default
complTime,nM,nR,Mavg,Mmax,Ravg,Rmax,SHavg,SHmax,Bavg,Bmax,users,dataSize,nCores
84332,2,2,42158,56619,7687,7832,34114,40161,210663295,218968602,1,500,40
81598,2,2,41310,53728,6964,7256,29920,35431,210663295,218968602,1,500,40
96085,2,2,43066,60203,6488,6551,39303,45197,210663295,218968602,1,500,40
79874,2,2,39886,53362,6534,6829,31594,37574,210663295,218968602,1,500,40
90977,2,2,43805,63209,7162,7287,41030,47051,210663295,218968602,1,500,40
85735,2,2,42886,59190,6652,6730,37608,43631,210663295,218968602,1,500,40
87935,2,2,42005,58990,7269,7839,31064,37159,210663295,218968602,1,500,40
83803,2,2,41937,56685,7059,7259,33892,39895,210663295,218968602,1,500,40
86462,2,2,42831,58713,6870,7543,35997,42083,210663295,218968602,1,500,40
85079,2,2,42845,57241,7172,7699,33658,39759,210663295,218968602,1,500,40
84597,2,2,41793,57932,6398,6519,37590,43579,210663295,218968602,1,500,40
81971,2,2,41517,55377,6307,6493,33221,39196,210663295,218968602,1,500,40
99465,2,2,48574,69139,6932,7758,47230,53305,210663295,218968602,1,500,40
84202,2,2,41290,55218,6881,6885,33354,40250,210663295,218968602,1,500,40
88543,2,2,44475,61907,7250,7907,39836,45774,210663295,218968602,1,500,40
89899,2,2,45721,61756,8511,9292,37785,43459,210663295,218968602,1,500,40
82998,2,2,39912,53729,7014,7957,32988,39768,210663295,218968602,1,500,40
93458,2,2,46942,64908,7586,7852,40632,46636,210663295,218968602,1,500,40
82967,2,2,41961,54887,6958,7124,30453,36882,210663295,218968602,1,500,40
87301,2,2,43382,59266,7181,7780,37466,43177,210663295,218968602,1,500,40

