Application class: default
complTime,nM,nR,Mavg,Mmax,Ravg,Rmax,SHavg,SHmax,Bavg,Bmax,users,dataSize,nCores
4725891,64,68,2805491,4574812,12388,14529,1371341,3340000,266512191,266551718,1,1000,40
4301196,64,68,2619223,4173241,13182,18072,1194756,3134593,266512191,266551718,1,1000,40
4217241,64,68,3301554,4092357,11659,13355,496327,1266055,266512191,266551718,1,1000,40
1719396,64,68,1321629,1616109,12308,15273,209439,667319,266512191,266551718,1,1000,40
4639687,64,68,2700189,4495824,12101,14066,1389927,3521983,266512191,266551718,1,1000,40
4341644,64,68,2786579,4217939,12735,15104,1064227,3148232,266512191,266551718,1,1000,40
1772357,64,68,1069218,1679599,16257,23466,468220,937939,266512191,266551718,1,1000,40
4589149,64,68,3337719,4417505,11565,13339,746199,1801554,266512191,266551718,1,1000,40
4225280,64,68,2463271,4115489,12518,15131,1271727,2771741,266512191,266551718,1,1000,40
2095695,64,68,1402207,1977925,13125,20720,464351,813595,266512191,266551718,1,1000,40
2352555,64,68,1654307,2261184,11796,13303,434660,1236431,266512191,266551718,1,1000,40
4141329,64,68,2608914,3985799,12265,14738,982940,2786173,266512191,266551718,1,1000,40
2200161,64,68,1427064,2042850,19995,33867,505681,997805,266512191,266551718,1,1000,40
4531039,64,68,2693165,4400336,12867,17588,1314722,3298332,266512191,266551718,1,1000,40
4717695,64,68,2861287,4566512,13005,44770,1340961,3458889,266512191,266551718,1,1000,40
4954533,64,68,2853643,4804194,12538,20547,1408919,3917773,266512191,266551718,1,1000,40
4757594,64,68,2715172,4642652,12289,14395,1481627,3673292,266512191,266551718,1,1000,40
4473322,64,68,3384304,4311329,11955,13496,612958,1521488,266512191,266551718,1,1000,40
1656611,64,68,1007910,1561637,14052,20815,434402,900297,266512191,266551718,1,1000,40
5069852,64,68,2918932,4924763,13205,19591,1547359,4199732,266512191,266551718,1,1000,40

