complTime,nCores
1892926,60
2117907,60
1810133,60
2533829,60
2069788,60
1961781,60
1987524,60
1745787,60
2094662,60
2015750,60
1928754,60
1905038,60
1863545,60
1907879,60
1675240,60
2229828,60
1898319,60
1913319,60
2438747,60
2207841,60
