complTime,nCores
1169985,80
1116442,80
1085069,80
1084973,80
1178477,80
1105365,80
1130112,80
1143239,80
1080075,80
1100314,80
1099680,80
797486,80
1084100,80
1077902,80
1263113,80
1165039,80
1267359,80
1124085,80
1113250,80
1027651,80
