Application class: R3
complTime,nM,nR,Mavg,Mmax,Ravg,Rmax,SHavg,SHmax,Bavg,Bmax,users,dataSize,nCores
1329334,1560,1009,41282,87138,3187,12730,44689,1078186,47384,85800,1,1000,60
1325614,1560,1009,41012,82794,3287,5408,45392,1033000,47384,85800,1,1000,60
1326812,1560,1009,41457,84290,3195,5451,44747,1076935,47384,85800,1,1000,60
1353749,1560,1009,42718,86349,3190,5034,45767,1103267,47384,85800,1,1000,60
1378955,1560,1009,42433,90064,3453,12325,47113,1115427,47384,85800,1,1000,60
1357468,1560,1009,42423,87316,3158,5286,46408,1105451,47384,85800,1,1000,60
1354475,1560,1009,42056,89959,3111,4923,46471,1051760,47384,85800,1,1000,60
1372640,1560,1009,42560,83799,3267,12937,46599,1120722,47384,85800,1,1000,60
1350855,1560,1009,42559,87363,3098,5091,45592,1099456,47384,85800,1,1000,60
1834629,1560,1009,45274,84711,2524,11320,79595,1571189,47384,85800,1,1000,60
1383152,1560,1009,43294,86565,3337,12240,46689,1081769,47384,85800,1,1000,60
1304096,1560,1009,41326,85457,3154,5538,43250,1054699,47384,85800,1,1000,60
1362813,1560,1009,42485,85724,3396,12954,46567,1109968,47384,85800,1,1000,60
1345101,1560,1009,42204,85975,3278,5100,45634,1094874,47384,85800,1,1000,60
1351768,1560,1009,42395,85908,3051,5522,45641,1101955,47384,85800,1,1000,60
1350617,1560,1009,42431,86975,3125,5126,45798,1100343,47384,85800,1,1000,60
1321728,1560,1009,41797,86264,2984,5331,44244,1070677,47384,85800,1,1000,60
1349266,1560,1009,41772,82935,3187,5847,46682,1098419,47384,85800,1,1000,60
1364943,1560,1009,41773,86096,3037,4958,47429,1116142,47384,85800,1,1000,60
1362477,1560,1009,42263,84279,3207,5736,46782,1112751,47384,85800,1,1000,60

