complTime,nM,nR,Mavg,Ravg,SHavg,dataSize,nCores
798800,573,601,42467,3225,28750,720015053,60
796603,573,601,43464,3169,29770,720015053,60
783940,573,601,42509,3054,28986,720015053,60
796315,573,601,43966,3113,29150,720015053,60
785792,573,601,43418,3082,28143,720015053,60
781742,573,601,42947,2992,28492,720015053,60
787952,573,601,43059,3208,28915,720015053,60
787284,573,601,43335,3140,28972,720015053,60
816086,573,601,44611,3363,29289,720015053,60
788618,573,601,42660,3087,29488,720015053,60
794873,573,601,42886,3042,29471,720015053,60
782379,573,601,43025,3299,27163,720015053,60
794485,573,601,43361,3070,29520,720015053,60
787516,573,601,42901,3081,29010,720015053,60
794851,573,601,42490,3086,28226,720015053,60
795515,573,601,43715,3085,28994,720015053,60
781705,573,601,43213,3044,28149,720015053,60
789348,573,601,43285,3217,28481,720015053,60
810029,573,601,43319,3046,31175,720015053,60
788061,573,601,43402,3191,28946,720015053,60
