Application class: default
complTime,nM1,M1avg,M1max,nR2,R2avg,R2max,S2avg,S2max,S2Bavg,S2Bmax,nR3,R3avg,R3max,S3avg,S3max,S3Bavg,S3Bmax,nM4,M4avg,M4max,nR5,R5avg,R5max,S5avg,S5max,S5Bavg,S5Bmax,users,dataSize,nCores
208028,89,46795,106004,6,3160,3824,24442,29372,132693,132693,1,752,752,8999,8999,5311,5311,1,58489,58489,1,3005,3005,4537,4537,148443,148443,1,30,20
191699,89,40951,96968,6,2078,2960,24488,28727,132693,132693,1,578,578,5312,5312,5311,5311,1,60274,60274,1,4096,4096,13500,13500,148443,148443,1,30,20
186987,89,41698,90804,6,2297,3342,19869,22887,132693,132693,1,738,738,2954,2954,5311,5311,1,60598,60598,1,3055,3055,6067,6067,148443,148443,1,30,20
192162,89,40305,89293,7,2635,3839,18215,22553,132693,132693,1,735,735,10431,10431,5311,5311,1,57254,57254,1,3757,3757,9727,9727,148443,148443,1,30,20
182685,89,41355,89213,6,3284,5091,16396,20694,132693,132693,1,419,419,5496,5496,5311,5311,1,65999,65999,1,3986,3986,7218,7218,148443,148443,1,30,20
186031,89,39493,89365,7,1999,3516,20091,29262,735923,3752078,1,634,634,4607,4607,5311,5311,1,47971,47971,1,3957,3957,8591,8591,148443,148443,1,30,20
193727,89,43306,96750,6,3297,4770,17722,20269,132693,132693,1,889,889,1489,1489,5311,5311,1,66496,66496,1,3644,3644,7398,7398,148443,148443,1,30,20
220143,89,54912,109333,6,2581,3165,14596,18789,132693,132693,1,398,398,5665,5665,5311,5311,1,92400,92400,1,4115,4115,8398,8398,148443,148443,1,30,20
193393,89,43475,97544,6,2860,4112,15840,17909,132693,132693,1,1183,1183,2615,2615,5311,5311,1,55436,55436,1,4572,4572,7485,7485,148443,148443,1,30,20
190663,89,42741,92968,6,3261,5244,19448,22331,132693,132693,1,718,718,5177,5177,5311,5311,1,68919,68919,1,2523,2523,7482,7482,148443,148443,1,30,20
205121,89,45303,93893,6,2770,4664,20127,26845,132693,132693,1,769,769,12931,12931,5311,5311,1,54332,54332,1,3057,3057,3188,3188,148443,148443,1,30,20
198151,89,42240,79355,6,3144,3557,23714,27185,132693,132693,1,307,307,4619,4619,5311,5311,1,57776,57776,1,4529,4529,5951,5951,148443,148443,1,30,20
180338,89,38329,80498,7,2010,4042,15212,18227,132693,132693,1,770,770,10057,10057,5311,5311,1,37040,37040,1,4498,4498,9170,9170,148443,148443,1,30,20
192846,89,41355,93102,6,3596,5087,21859,27807,132693,132693,1,244,244,7368,7368,5311,5311,1,55218,55218,1,2938,2938,5456,5456,148443,148443,1,30,20
179823,89,42024,92218,6,2818,4518,16290,19757,132693,132693,1,191,191,3849,3849,5311,5311,1,55469,55469,1,4822,4822,10183,10183,148443,148443,1,30,20
176271,89,36368,70579,6,1610,2206,14231,19789,132693,132693,1,848,848,9758,9758,5311,5311,1,48605,48605,1,2406,2406,4900,4900,148443,148443,1,30,20
184444,89,42877,89992,6,2599,3419,14167,16819,132693,132693,1,765,765,2753,2753,5311,5311,1,61399,61399,1,5290,5290,7478,7478,148443,148443,1,30,20
189313,89,40512,86635,6,1851,2291,16901,23100,132693,132693,1,670,670,10059,10059,5311,5311,1,57688,57688,1,4023,4023,8267,8267,148443,148443,1,30,20
186628,89,41382,95024,6,3385,4853,23060,26843,132693,132693,1,683,683,7010,7010,5311,5311,1,47872,47872,1,3069,3069,6542,6542,148443,148443,1,30,20
178414,89,40793,87632,6,2883,4303,15048,21772,132693,132693,1,1707,1707,7687,7687,5311,5311,1,57322,57322,1,4535,4535,9271,9271,148443,148443,1,30,20

