Application class: R2
complTime,nM,nR,Mavg,Mmax,Ravg,Rmax,SHavg,SHmax,Bavg,Bmax,users,dataSize,nCores
78026,4,4,53919,60351,8166,8425,17802,18001,280909832,280924591,1,250,80
83708,4,4,56266,65108,8147,8621,21907,22096,280909832,280924591,1,250,80
94172,4,4,60039,68037,10734,15662,22653,22909,280909832,280924591,1,250,80
83054,4,4,56185,65157,8217,8955,18486,18937,280909832,280924591,1,250,80
80267,4,4,56575,61623,8261,8846,18701,19322,280909832,280924591,1,250,80
81861,4,4,55447,64602,8327,8723,22479,22914,280909832,280924591,1,250,80
89689,4,4,57146,62014,10282,17088,15000,15077,280909832,280924591,1,250,80
82125,4,4,55282,63531,8411,8873,23646,24025,280909832,280924591,1,250,80
88616,4,4,56022,61397,10098,15890,21547,22259,280909832,280924591,1,250,80
85143,4,4,58624,64655,8023,8197,19732,19846,280909832,280924591,1,250,80
82545,4,4,56751,63723,8197,8859,22060,22317,280909832,280924591,1,250,80
89059,4,4,57372,70256,8420,8919,23511,23906,280909832,280924591,1,250,80
82257,4,4,56752,62644,8186,8817,18421,18544,280909832,280924591,1,250,80
85123,4,4,57453,65854,8143,8442,22727,22912,280909832,280924591,1,250,80
78656,4,4,54396,58503,8222,8780,15455,15875,280909832,280924591,1,250,80
82234,4,4,56224,62993,8330,8854,20395,20560,280909832,280924591,1,250,80
80746,4,4,54200,62076,8145,8676,21632,21690,280909832,280924591,1,250,80
82085,4,4,57023,63402,8528,9001,19341,19384,280909832,280924591,1,250,80
80793,4,4,54018,61087,8312,8977,19006,19193,280909832,280924591,1,250,80
90153,4,4,58875,66230,8516,10140,28330,28429,280909832,280924591,1,250,80

