Application class: R5
complTime,nM,nR,Mavg,Mmax,Ravg,Rmax,SHavg,SHmax,Bavg,Bmax,users,dataSize,nCores
24752,2,2,12568,15975,1486,1506,4723,4730,122,144,1,500,100
22429,2,2,10559,13325,1401,1408,4245,4296,122,144,1,500,100
34026,2,2,16451,23977,1882,2348,12738,12764,122,144,1,500,100
32543,2,2,12547,16020,5399,9353,6806,9082,122,144,1,500,100
23602,2,2,11223,14779,1395,1442,5464,5728,122,144,1,500,100
24561,2,2,12037,15532,1403,1409,5332,5452,122,144,1,500,100
22821,2,2,11090,13100,1393,1405,2786,2800,122,144,1,500,100
22850,2,2,10837,13962,1310,1413,4497,4528,122,144,1,500,100
24778,2,2,12739,16122,1435,1441,4518,4683,122,144,1,500,100
23273,2,2,11020,13075,1437,1451,3068,3394,122,144,1,500,100
23783,2,2,11406,14721,1421,1429,4462,4636,122,144,1,500,100
22545,2,2,11004,13993,1423,1435,3708,3898,122,144,1,500,100
22649,2,2,10975,13597,1417,1424,3573,3630,122,144,1,500,100
24904,2,2,12658,16112,1431,1433,4742,4788,122,144,1,500,100
24678,2,2,11769,15872,1297,1412,6412,6649,122,144,1,500,100
25629,2,2,12696,16507,1485,1535,4986,5293,122,144,1,500,100
24986,2,2,12648,16166,1434,1445,4697,4698,122,144,1,500,100
21860,2,2,10537,13290,1316,1456,3907,4072,122,144,1,500,100
23201,2,2,10902,13979,1434,1448,4675,5119,122,144,1,500,100
22523,2,2,10819,13566,1415,1437,3410,3440,122,144,1,500,100

