Application class: R4
complTime,nM,nR,Mavg,Mmax,Ravg,Rmax,SHavg,SHmax,Bavg,Bmax,users,dataSize,nCores
494067,868,910,44246,86786,3191,4729,30413,334629,597303,722641,1,750,100
495711,868,910,44088,87056,3204,5232,30515,336581,597303,722641,1,750,100
493567,868,910,44660,90463,3043,5264,29015,327189,597303,722641,1,750,100
498964,868,910,45424,88168,3001,5176,29454,334537,597303,722641,1,750,100
498057,868,910,45220,86756,3230,5414,30116,334861,597303,722641,1,750,100
501373,868,910,45452,86387,3114,5033,29947,337941,597303,722641,1,750,100
508987,868,910,45703,88710,3972,18624,29722,339134,597303,722641,1,750,100
511370,868,910,45334,86141,3529,16815,29762,339798,597303,722641,1,750,100
489181,868,910,43659,88959,3100,5115,30093,324276,597303,722641,1,750,100
491267,868,910,44395,88172,3114,5075,29041,327703,597303,722641,1,750,100
498481,868,910,43318,85153,3196,5192,31812,337364,597303,722641,1,750,100
495564,868,910,43423,81584,3125,5048,31153,338586,597303,722641,1,750,100
495884,868,910,43859,87321,3088,5102,30261,331928,597303,722641,1,750,100
493747,868,910,43803,91425,3256,5107,30710,334344,597303,722641,1,750,100
572994,868,910,45229,86323,3061,4962,42001,412290,597303,722641,1,750,100
490851,868,910,44723,90637,3238,5259,29237,324690,597303,722641,1,750,100
621215,868,910,45351,89625,3101,5253,49264,457861,597303,722641,1,750,100
512593,868,910,45445,84758,3207,4892,32022,352174,597303,722641,1,750,100
624239,868,910,44829,86515,3096,4764,49850,464317,597303,722641,1,750,100
498100,868,910,44409,84758,2996,4664,30269,340628,597303,722641,1,750,100

