Application class: R1
complTime,nM,nR,Mavg,Mmax,Ravg,Rmax,SHavg,SHmax,Bavg,Bmax,users,dataSize,nCores
265190,434,455,32522,77550,1843,3475,29667,204145,24379,34286,1,750,80
255791,434,455,28265,83996,1909,3492,29948,183477,24379,34286,1,750,80
303099,434,455,39931,85633,1872,3616,31680,225820,24379,34286,1,750,80
317381,434,455,49690,84041,1882,3634,27143,196207,24379,34286,1,750,80
322223,434,455,47655,86306,1892,3323,30294,203063,24379,34286,1,750,80
177169,434,455,15065,32604,1868,3015,22965,112201,24379,34286,1,750,80
185205,434,455,15163,34100,1900,3344,24920,122576,24379,34286,1,750,80
309627,434,455,41118,86375,1954,3381,32849,234511,24379,34286,1,750,80
289664,434,455,29650,90641,1930,3282,38215,221000,24379,34286,1,750,80
316241,434,455,46937,86813,1863,3424,28287,194224,24379,34286,1,750,80
325006,434,455,40303,86519,1857,3508,37212,254702,24379,34286,1,750,80
293516,434,455,32898,78420,1897,3014,36595,225619,24379,34286,1,750,80
217002,434,455,22440,85934,1973,3347,26176,152263,24379,34286,1,750,80
296030,434,455,28631,89772,1799,3117,40284,216722,24379,34286,1,750,80
177730,434,455,18491,75287,1914,3147,20068,117204,24379,34286,1,750,80
325305,434,455,49442,89655,1850,3188,28335,201479,24379,34286,1,750,80
161764,434,455,15950,51155,1849,3192,16094,86950,24379,34286,1,750,80
221320,434,455,23530,87209,1838,4000,25827,154187,24379,34286,1,750,80
209424,434,455,21565,83482,1902,3530,24881,145178,24379,34286,1,750,80
407738,434,455,38577,82209,1843,3388,59206,338338,24379,34286,1,750,80

