complTime,nCores
1253931,60
1292895,60
1233624,60
1276460,60
1222122,60
1209008,60
1256087,60
1257123,60
1211104,60
1211665,60
1224921,60
1250780,60
1179115,60
1214377,60
1229370,60
1265159,60
2037549,60
1926449,60
1800996,60
1932155,60
