complTime,dataSize,nCores
52747,783000000,80
36409,783000000,80
39100,783000000,80
48673,783000000,80
36493,783000000,80
41973,783000000,80
38269,783000000,80
35097,783000000,80
36106,783000000,80
34579,783000000,80
36740,783000000,80
36175,783000000,80
36150,783000000,80
36369,783000000,80
49118,783000000,80
34905,783000000,80
47292,783000000,80
35578,783000000,80
35996,783000000,80
36355,783000000,80
