Application class: default
complTime,nM,nR,Mavg,Mmax,Ravg,Rmax,SHavg,SHmax,Bavg,Bmax,users,dataSize,nCores
83846,3,3,49716,62119,8257,9327,38355,39238,241637375,241656733,1,750,20
78508,3,3,47593,58822,8133,8982,32502,33531,241637375,241656733,1,750,20
80432,3,3,47858,59675,8342,8827,35985,37047,241637375,241656733,1,750,20
81593,3,3,50514,62750,7914,8174,34199,35221,241637375,241656733,1,750,20
86710,3,3,51392,69228,8284,9207,40119,41531,241637375,241656733,1,750,20
84080,3,3,49884,64960,8193,9043,38950,39871,241637375,241656733,1,750,20
79394,3,3,48755,61644,8261,8556,34565,35607,241637375,241656733,1,750,20
94849,3,3,53191,71606,13176,13350,44657,45790,241637375,241656733,1,750,20
86023,3,3,52539,65960,8486,8598,39561,40627,241637375,241656733,1,750,20
80060,3,3,49070,62216,7847,8474,34725,35818,241637375,241656733,1,750,20
86586,3,3,48708,63716,9382,11055,39963,41231,241637375,241656733,1,750,20
85502,3,3,50092,66838,8249,8586,41253,42454,241637375,241656733,1,750,20
80880,3,3,48909,61678,8846,9495,34854,36004,241637375,241656733,1,750,20
79666,3,3,48014,61120,8269,9310,34907,35856,241637375,241656733,1,750,20
86312,3,3,50887,67441,7974,8217,42523,43514,241637375,241656733,1,750,20
83902,3,3,50903,65951,7959,8232,39377,40473,241637375,241656733,1,750,20
82996,3,3,49769,63187,8605,9500,36621,37668,241637375,241656733,1,750,20
84257,3,3,50822,64931,8326,8852,37312,38195,241637375,241656733,1,750,20
78561,3,3,46789,58322,8231,8491,33843,34888,241637375,241656733,1,750,20
79870,3,3,48764,59952,8211,9056,33356,34472,241637375,241656733,1,750,20

