Application class: R3
complTime,nM,nR,Mavg,Mmax,Ravg,Rmax,SHavg,SHmax,Bavg,Bmax,users,dataSize,nCores
293568,757,793,21287,80031,2447,4469,36759,219896,6222,41635,1,500,120
309025,757,793,23269,75693,2383,4285,37670,230576,6222,41635,1,500,120
323888,757,793,21676,85737,2338,10329,39524,236208,6222,41635,1,500,120
311483,757,793,24526,76995,2300,4166,37524,236720,6222,41635,1,500,120
261557,757,793,19887,84992,2395,4153,31035,188063,6222,41635,1,500,120
303730,757,793,21531,84843,2306,5158,37813,225058,6222,41635,1,500,120
252743,757,793,20588,86316,2091,3540,27483,173673,6222,41635,1,500,120
328033,757,793,20912,80934,2156,3549,43727,249290,6222,41635,1,500,120
366385,757,793,25941,92866,2223,4411,46167,288716,6222,41635,1,500,120
291161,757,793,21467,83637,2424,5323,35315,218512,6222,41635,1,500,120
314243,757,793,25207,82046,2395,3714,37379,239929,6222,41635,1,500,120
302235,757,793,21461,77506,2930,10826,36988,219588,6222,41635,1,500,120
217557,757,793,18687,86349,2151,3664,21351,137649,6222,41635,1,500,120
368099,757,793,19713,84131,2195,4486,53044,290110,6222,41635,1,500,120
255733,757,793,20250,85503,2470,4182,29219,179802,6222,41635,1,500,120
367553,757,793,46278,86400,2491,4388,30414,236612,6222,41635,1,500,120
263035,757,793,23318,83569,2437,4179,28340,181660,6222,41635,1,500,120
351539,757,793,20570,85154,2538,4377,50196,276506,6222,41635,1,500,120
299079,757,793,23387,82071,2253,4187,35053,215340,6222,41635,1,500,120
296218,757,793,16151,67224,2483,4332,42157,221460,6222,41635,1,500,120

