complTime,dataSize,nCores
1236579,783000000,120
673095,783000000,120
924705,783000000,120
668007,783000000,120
585865,783000000,120
651629,783000000,120
841762,783000000,120
1291963,783000000,120
759529,783000000,120
769006,783000000,120
888696,783000000,120
677484,783000000,120
523039,783000000,120
1161512,783000000,120
882880,783000000,120
642624,783000000,120
700962,783000000,120
554017,783000000,120
1015554,783000000,120
771770,783000000,120
