complTime,dataSize,nCores
82234,48547566,80
88616,48547566,80
82545,48547566,80
80793,48547566,80
83054,48547566,80
82257,48547566,80
85143,48547566,80
89689,48547566,80
89059,48547566,80
85123,48547566,80
78026,48547566,80
80746,48547566,80
81861,48547566,80
80267,48547566,80
78656,48547566,80
90153,48547566,80
83708,48547566,80
82125,48547566,80
82085,48547566,80
94172,48547566,80
