complTime,dataSize,nCores
32695,18271305,60
23450,18271305,60
22586,18271305,60
23898,18271305,60
21575,18271305,60
25823,18271305,60
22699,18271305,60
23744,18271305,60
22792,18271305,60
23017,18271305,60
21603,18271305,60
23680,18271305,60
22629,18271305,60
22617,18271305,60
22333,18271305,60
26902,18271305,60
24272,18271305,60
21952,18271305,60
22738,18271305,60
22713,18271305,60
