complTime,dataSize,nCores
24882,31321566,80
26851,31321566,80
24505,31321566,80
23027,31321566,80
24072,31321566,80
26071,31321566,80
23033,31321566,80
24325,31321566,80
22288,31321566,80
22893,31321566,80
23374,31321566,80
23183,31321566,80
21990,31321566,80
24880,31321566,80
24786,31321566,80
23721,31321566,80
23182,31321566,80
25100,31321566,80
22022,31321566,80
23710,31321566,80
