complTime,nM,nR,Mavg,Ravg,SHavg,dataSize,nCores
20250,4,4,63629,9479,10029,48547566,1
20250,4,4,63629,9479,10029,48547566,2
20250,4,4,63629,9479,10029,48547566,3
20250,4,4,63629,9479,10029,48547566,4
20250,4,4,63629,9479,10029,48547566,5
20250,4,4,63629,9479,10029,48547566,6
20250,4,4,63629,9479,10029,48547566,7
20250,4,4,63629,9479,10029,48547566,8
20250,4,4,63629,9479,10029,48547566,9
20250,4,4,63629,9479,10029,48547566,10
20250,4,4,63629,9479,10029,48547566,11
20250,4,4,63629,9479,10029,48547566,12
20250,4,4,63629,9479,10029,48547566,13
20250,4,4,63629,9479,10029,48547566,14
20250,4,4,63629,9479,10029,48547566,15
20250,4,4,63629,9479,10029,48547566,16
20250,4,4,63629,9479,10029,48547566,17
20250,4,4,63629,9479,10029,48547566,18
20250,4,4,63629,9479,10029,48547566,19
20250,4,4,63629,9479,10029,48547566,20
20250,4,4,63629,9479,10029,48547566,21
20250,4,4,63629,9479,10029,48547566,22
20250,4,4,63629,9479,10029,48547566,23
20250,4,4,63629,9479,10029,48547566,24
20250,4,4,63629,9479,10029,48547566,25
20250,4,4,63629,9479,10029,48547566,26
20250,4,4,63629,9479,10029,48547566,27
20250,4,4,63629,9479,10029,48547566,28
20250,4,4,63629,9479,10029,48547566,29
20250,4,4,63629,9479,10029,48547566,30
20250,4,4,63629,9479,10029,48547566,31
20250,4,4,63629,9479,10029,48547566,32
20250,4,4,63629,9479,10029,48547566,33
20250,4,4,63629,9479,10029,48547566,34
20250,4,4,63629,9479,10029,48547566,35
20250,4,4,63629,9479,10029,48547566,36
20250,4,4,63629,9479,10029,48547566,37
20250,4,4,63629,9479,10029,48547566,38
20250,4,4,63629,9479,10029,48547566,39
20250,4,4,63629,9479,10029,48547566,40
