complTime,nM,nR,Mavg,Mmax,Ravg,Rmax,SHavg,SHmax,dataSize,nCores
487957,591,619,50312,89143,2432,3813,58495,352244,720000376,100
356543,591,619,41353,88998,2486,4218,37313,278205,720000376,100
392981,591,619,34569,239261,3052,12413,48643,310130,720000376,100
338057,591,619,40175,84673,2546,4276,33261,225537,720000376,100
425186,591,619,44547,87520,2380,4007,49929,341616,720000376,100
317972,591,619,28598,106928,2494,4328,39055,240688,720000376,100
352921,591,619,40760,85815,2474,4307,33956,224992,720000376,100
343113,591,619,37076,88864,2678,4255,37794,258779,720000376,100
263323,591,619,18116,57602,2335,4374,35380,190761,720000376,100
345145,591,619,41495,89554,2339,4357,33168,257979,720000376,100
227873,591,619,15506,45935,2524,4153,30700,155702,720000376,100
425630,591,619,46163,84194,2341,3647,48535,325763,720000376,100
195986,591,619,17407,43582,2561,4236,21378,127048,720000376,100
333567,591,619,40918,84015,2491,3944,31720,207018,720000376,100
223544,591,619,15157,34147,2295,4293,29834,153020,720000376,100
355986,591,619,44823,85081,2622,3957,33722,227224,720000376,100
340203,591,619,36000,84217,2530,4279,37381,259168,720000376,100
334949,591,619,41227,91395,2493,4120,31214,244416,720000376,100
413544,591,619,43367,91854,2437,4527,47219,286344,720000376,100
363254,591,619,35737,84724,2549,4158,43230,286410,720000376,100
