complTime,nM,nR,Mavg,Mmax,Ravg,Rmax,SHavg,SHmax,dataSize,nCores
446310,757,793,45916,86011,2320,4381,31367,301718,1439977468,100
313800,757,793,19660,82474,2299,4066,30684,219224,1439977468,100
406914,757,793,24924,85004,2397,4243,43613,315171,1439977468,100
447187,757,793,32882,84090,2395,4314,43780,352483,1439977468,100
406586,757,793,33360,85785,2395,3866,35229,311223,1439977468,100
328036,757,793,18226,51981,2384,4198,35649,239597,1439977468,100
461411,757,793,35797,82789,2528,4123,43395,363265,1439977468,100
423533,757,793,36929,87273,2619,9872,34832,315809,1439977468,100
346359,757,793,24248,76848,2502,4108,32588,256917,1439977468,100
381798,757,793,19172,84566,2488,4031,44074,291238,1439977468,100
367333,757,793,24551,84587,3038,11603,35808,270566,1439977468,100
279555,757,793,18350,58224,2465,4468,26122,187949,1439977468,100
415663,757,793,26382,84463,2401,5806,42576,314144,1439977468,100
389402,757,793,25153,83320,2280,5337,38968,297645,1439977468,100
449447,757,793,27236,81196,2158,4370,47438,351465,1439977468,100
424041,757,793,41436,83437,2205,4379,31131,323356,1439977468,100
425774,757,793,44504,84345,2510,4209,29483,283587,1439977468,100
439288,757,793,45488,83501,2644,5211,31404,296599,1439977468,100
445797,757,793,46606,90843,2381,4137,29535,293193,1439977468,100
438324,757,793,39793,85760,2308,4288,34944,293062,1439977468,100
