complTime,nM,nR,Mavg,Mmax,Ravg,Rmax,SHavg,SHmax,dataSize,nCores
1030061,1148,1009,42760,86933,3137,12533,33557,785962,2159968164,60
997674,1148,1009,41312,84277,2930,5036,33942,763882,2159968164,60
1029230,1148,1009,40588,89041,2883,4604,37176,797596,2159968164,60
1027625,1148,1009,42934,84394,2975,5105,35003,793771,2159968164,60
1026736,1148,1009,42216,87060,3245,12197,33861,781413,2159968164,60
1030467,1148,1009,43079,83201,2963,5368,35092,797499,2159968164,60
1017226,1148,1009,41364,85143,2929,5273,35205,778608,2159968164,60
1038141,1148,1009,43409,89901,2825,4656,35303,798618,2159968164,60
1029085,1148,1009,41767,85932,3254,12331,35281,789124,2159968164,60
1031463,1148,1009,42355,84751,2893,4983,35591,796927,2159968164,60
1049171,1148,1009,43238,86041,2863,4540,36450,813146,2159968164,60
1036146,1148,1009,42696,86613,2705,4884,35982,798925,2159968164,60
1031889,1148,1009,42073,85356,3193,11956,34541,787767,2159968164,60
1015382,1148,1009,41197,84004,2874,4630,35508,782048,2159968164,60
1039463,1148,1009,43251,90262,2914,4569,35498,806462,2159968164,60
1020514,1148,1009,41993,86045,2910,5218,35168,786112,2159968164,60
1021446,1148,1009,42369,87090,3193,12156,34088,782217,2159968164,60
1028302,1148,1009,43165,86972,2871,6034,34739,795012,2159968164,60
1018934,1148,1009,42297,85928,2958,4702,34861,785262,2159968164,60
1027639,1148,1009,41690,90399,2849,4913,35992,792597,2159968164,60
