complTime,nM,nR,Mavg,Mmax,Ravg,Rmax,SHavg,SHmax,dataSize,nCores
626789,1148,1009,43474,87656,2703,6466,34456,456452,2159968164,100
629746,1148,1009,44253,85609,2724,5324,34705,459778,2159968164,100
625382,1148,1009,44208,84407,2712,4508,34224,458367,2159968164,100
638741,1148,1009,44155,89543,2708,4286,35410,467967,2159968164,100
696789,1148,1009,44709,88616,2650,4700,43661,528277,2159968164,100
616031,1148,1009,39991,84230,2788,5155,37170,450907,2159968164,100
629669,1148,1009,40546,85269,2752,6467,37896,460991,2159968164,100
618826,1148,1009,37864,83002,2822,4940,39824,487694,2159968164,100
618002,1148,1009,43582,86387,2772,4710,34041,447202,2159968164,100
617318,1148,1009,42442,85105,2684,4435,34434,449031,2159968164,100
618604,1148,1009,43090,88637,2710,5011,34609,451891,2159968164,100
627925,1148,1009,43035,84084,3028,12429,34360,460771,2159968164,100
631603,1148,1009,44651,83729,2764,4726,34722,463974,2159968164,100
633418,1148,1009,43480,83817,2788,4497,36320,465372,2159968164,100
636780,1148,1009,44991,87482,2740,4607,35014,466021,2159968164,100
634179,1148,1009,44344,85292,2563,4536,35166,464952,2159968164,100
620825,1148,1009,43008,87276,2663,5052,34150,452181,2159968164,100
634917,1148,1009,40598,84566,2840,4970,39269,471043,2159968164,100
727255,1148,1009,44726,86941,2784,8405,47596,556927,2159968164,100
637022,1148,1009,44202,85993,2830,5139,36198,465192,2159968164,100
