complTime,nCores
52747,80
36409,80
39100,80
48673,80
36493,80
41973,80
38269,80
35097,80
36106,80
34579,80
36740,80
36175,80
36150,80
36369,80
49118,80
34905,80
47292,80
35578,80
35996,80
36355,80
