complTime,nCores
46340,100
36948,100
36107,100
35305,100
38907,100
36559,100
36954,100
38784,100
34702,100
38163,100
35948,100
32829,100
43927,100
34256,100
38806,100
37859,100
36845,100
36531,100
40774,100
35511,100
