complTime,nCores
67768,60
39785,60
46651,60
39727,60
40717,60
40404,60
64491,60
43908,60
42998,60
60675,60
48241,60
51209,60
41063,60
40920,60
52642,60
54017,60
41196,60
40194,60
61997,60
58179,60
