Application class: Q3
complTime,nM,nR,Mavg,Mmax,Ravg,Rmax,SHavg,SHmax,Bavg,Bmax,users,dataSize,nCores
196619,87,1,38739,99836,3192,3192,34602,34602,6291,6291,1,50,4
172560,87,1,30811,91786,3638,3638,31975,31975,6291,6291,1,50,4
167890,87,1,30288,84351,4264,4264,33038,33038,6291,6291,1,50,4
193220,87,1,30251,72949,3001,3001,56447,56447,6291,6291,1,50,4
167782,87,1,30292,88952,4674,4674,25443,25443,6291,6291,1,50,4
187898,87,1,30502,89072,2294,2294,47395,47395,6291,6291,1,50,4
187664,87,1,31829,88106,3271,3271,49249,49249,6291,6291,1,50,4
183432,87,1,31008,85623,2072,2072,48947,48947,6291,6291,1,50,4
169190,87,1,30278,87614,4133,4133,18731,18731,6291,6291,1,50,4
186834,87,1,31011,87320,2367,2367,48351,48351,6291,6291,1,50,4
180018,87,1,30683,78605,1770,1770,47135,47135,6291,6291,1,50,4
172335,87,1,29661,84303,1138,1138,38050,38050,6291,6291,1,50,4
161985,87,1,28759,76503,4361,4361,21371,21371,6291,6291,1,50,4
152573,87,1,28314,76079,3490,3490,23457,23457,6291,6291,1,50,4
166656,87,1,31084,92245,3376,3376,16961,16961,6291,6291,1,50,4
196225,87,1,34316,89473,4734,4734,49288,49288,6291,6291,1,50,4
177197,87,1,33921,96700,4907,4907,32559,32559,6291,6291,1,50,4
181837,87,1,35044,96853,3420,3420,29908,29908,6291,6291,1,50,4
172737,87,1,32758,89839,3965,3965,25282,25282,6291,6291,1,50,4
176023,87,1,32913,92560,4249,4249,25255,25255,6291,6291,1,50,4

