complTime,nCores
251161,120
205481,120
177158,120
157985,120
164755,120
186022,120
240003,120
129552,120
303973,120
249243,120
140365,120
239217,120
117286,120
203400,120
233540,120
159540,120
195339,120
233462,120
213038,120
184178,120
