complTime,nM,nR,Mavg,Ravg,SHavg,dataSize,nCores
1030061,1148,1009,42760,3137,33557,2159968164,60
997674,1148,1009,41312,2930,33942,2159968164,60
1029230,1148,1009,40588,2883,37176,2159968164,60
1027625,1148,1009,42934,2975,35003,2159968164,60
1026736,1148,1009,42216,3245,33861,2159968164,60
1030467,1148,1009,43079,2963,35092,2159968164,60
1017226,1148,1009,41364,2929,35205,2159968164,60
1038141,1148,1009,43409,2825,35303,2159968164,60
1029085,1148,1009,41767,3254,35281,2159968164,60
1031463,1148,1009,42355,2893,35591,2159968164,60
1049171,1148,1009,43238,2863,36450,2159968164,60
1036146,1148,1009,42696,2705,35982,2159968164,60
1031889,1148,1009,42073,3193,34541,2159968164,60
1015382,1148,1009,41197,2874,35508,2159968164,60
1039463,1148,1009,43251,2914,35498,2159968164,60
1020514,1148,1009,41993,2910,35168,2159968164,60
1021446,1148,1009,42369,3193,34088,2159968164,60
1028302,1148,1009,43165,2871,34739,2159968164,60
1018934,1148,1009,42297,2958,34861,2159968164,60
1027639,1148,1009,41690,2849,35992,2159968164,60
