complTime,nM,nR,Mavg,Ravg,SHavg,dataSize,nCores
67768,64,68,49474,2141,7085,783000000,60
39785,64,68,22026,1606,4073,783000000,60
46651,64,68,22587,3627,8138,783000000,60
39727,64,68,21403,1640,4271,783000000,60
40717,64,68,22516,1807,4562,783000000,60
40404,64,68,22098,1534,3835,783000000,60
64491,64,68,30409,2527,26862,783000000,60
43908,64,68,24642,1873,6302,783000000,60
42998,64,68,23449,1886,5824,783000000,60
60675,64,68,29836,2589,22978,783000000,60
48241,64,68,23033,1655,6793,783000000,60
51209,64,68,21466,2897,5230,783000000,60
41063,64,68,22039,1639,4568,783000000,60
40920,64,68,22065,1643,4328,783000000,60
52642,64,68,22267,1400,11726,783000000,60
54017,64,68,24989,1605,10768,783000000,60
41196,64,68,22610,1877,4777,783000000,60
40194,64,68,21672,1689,4375,783000000,60
61997,64,68,31918,2762,23574,783000000,60
58179,64,68,28148,2420,18103,783000000,60
