complTime,nM,nR,Mavg,Ravg,SHavg,dataSize,nCores
1253931,1183,1009,40279,7025,51859,1439980416,60
1292895,1183,1009,41020,6891,54230,1439980416,60
1233624,1183,1009,41555,8374,47376,1439980416,60
1276460,1183,1009,41669,7943,51573,1439980416,60
1222122,1183,1009,41451,8334,45720,1439980416,60
1209008,1183,1009,40763,8599,44490,1439980416,60
1256087,1183,1009,42455,7933,48425,1439980416,60
1257123,1183,1009,42235,7537,49297,1439980416,60
1211104,1183,1009,41045,8230,46117,1439980416,60
1211665,1183,1009,41838,8445,45276,1439980416,60
1224921,1183,1009,42001,7919,46652,1439980416,60
1250780,1183,1009,42612,7861,48354,1439980416,60
1179115,1183,1009,40156,8152,44543,1439980416,60
1214377,1183,1009,41590,8272,45971,1439980416,60
1229370,1183,1009,41305,7815,47782,1439980416,60
1265159,1183,1009,42231,8012,49245,1439980416,60
2037549,1183,1009,41531,8686,116367,1439980416,60
1926449,1183,1009,40625,8937,108276,1439980416,60
1800996,1183,1009,40708,8051,98544,1439980416,60
1932155,1183,1009,40834,7608,111006,1439980416,60
