complTime,nM,nR,Mavg,Ravg,SHavg,dataSize,nCores
550956,591,619,44566,2674,28553,720000376,60
563605,591,619,45238,2639,30463,720000376,60
544131,591,619,44452,2650,28465,720000376,60
557896,591,619,45063,2684,29789,720000376,60
556573,591,619,45716,2618,28708,720000376,60
556691,591,619,43898,2788,29181,720000376,60
554211,591,619,44318,2735,27573,720000376,60
562840,591,619,45328,3165,28136,720000376,60
566938,591,619,45882,3087,28777,720000376,60
569305,591,619,45650,2618,29253,720000376,60
547731,591,619,44097,2624,29047,720000376,60
556781,591,619,45907,2643,29216,720000376,60
556862,591,619,44995,2593,29163,720000376,60
554292,591,619,44400,2655,29762,720000376,60
560866,591,619,45402,2686,29980,720000376,60
550012,591,619,44041,2500,29708,720000376,60
540390,591,619,44170,2713,28304,720000376,60
560169,591,619,45403,2644,29657,720000376,60
570998,591,619,46528,2581,30194,720000376,60
552370,591,619,44467,2693,29291,720000376,60
