complTime,nM,nR,Mavg,Ravg,SHavg,dataSize,nCores
280912,288,302,50130,3123,25734,359965927,60
124373,288,302,15087,2937,12642,359965927,60
218976,288,302,27000,2821,28117,359965927,60
188505,288,302,23878,2767,21607,359965927,60
195697,288,302,22303,2712,24813,359965927,60
173504,288,302,20115,3008,22066,359965927,60
278425,288,302,44672,3013,29952,359965927,60
277349,288,302,47422,2742,26002,359965927,60
278572,288,302,49188,2747,24654,359965927,60
264144,288,302,43929,2764,25264,359965927,60
297409,288,302,47969,2827,30780,359965927,60
276697,288,302,44340,2847,28596,359965927,60
178633,288,302,30710,3048,13659,359965927,60
130109,288,302,15422,3065,13973,359965927,60
174784,288,302,18495,2874,23266,359965927,60
253400,288,302,34827,2956,31388,359965927,60
202505,288,302,18209,2919,31809,359965927,60
220916,288,302,25465,3060,30392,359965927,60
174477,288,302,19894,2845,22604,359965927,60
195485,288,302,21715,2600,26624,359965927,60
