complTime,nM,nR,Mavg,Ravg,SHavg,dataSize,nCores
490851,868,910,44723,3238,29237,1079995733,100
489181,868,910,43659,3100,30093,1079995733,100
498481,868,910,43318,3196,31812,1079995733,100
624239,868,910,44829,3096,49850,1079995733,100
498964,868,910,45424,3001,29454,1079995733,100
495884,868,910,43859,3088,30261,1079995733,100
491267,868,910,44395,3114,29041,1079995733,100
508987,868,910,45703,3972,29722,1079995733,100
495564,868,910,43423,3125,31153,1079995733,100
493747,868,910,43803,3256,30710,1079995733,100
494067,868,910,44246,3191,30413,1079995733,100
621215,868,910,45351,3101,49264,1079995733,100
501373,868,910,45452,3114,29947,1079995733,100
498057,868,910,45220,3230,30116,1079995733,100
572994,868,910,45229,3061,42001,1079995733,100
498100,868,910,44409,2996,30269,1079995733,100
495711,868,910,44088,3204,30515,1079995733,100
511370,868,910,45334,3529,29762,1079995733,100
512593,868,910,45445,3207,32022,1079995733,100
493567,868,910,44660,3043,29015,1079995733,100
