complTime,nM,nR,Mavg,Ravg,SHavg,dataSize,nCores
42403,64,68,24163,1292,3302,783000000,120
34973,64,68,16519,1329,3286,783000000,120
32841,64,68,16585,1463,3758,783000000,120
33931,64,68,16302,1413,3725,783000000,120
38646,64,68,15878,1302,2933,783000000,120
40496,64,68,17895,1599,8406,783000000,120
37604,64,68,16032,1308,3036,783000000,120
37013,64,68,15950,1344,3320,783000000,120
36045,64,68,16427,1517,4208,783000000,120
45119,64,68,15970,3480,3034,783000000,120
40570,64,68,16151,1372,3363,783000000,120
39263,64,68,15730,1326,2932,783000000,120
36173,64,68,16424,1364,3308,783000000,120
36710,64,68,15977,1366,3543,783000000,120
39542,64,68,15754,1403,3043,783000000,120
37860,64,68,15997,1468,3574,783000000,120
40333,64,68,17915,1633,7864,783000000,120
35697,64,68,16524,1402,3606,783000000,120
39131,64,68,15964,1385,3088,783000000,120
35832,64,68,16492,1391,3314,783000000,120
