complTime,nM,nR,Mavg,Ravg,SHavg,dataSize,nCores
24832,4,4,14091,1363,2806,48547566,100
26416,4,4,13256,1397,3105,48547566,100
24494,4,4,12823,1352,2895,48547566,100
24444,4,4,13410,1265,2526,48547566,100
26085,4,4,13544,1279,2972,48547566,100
24340,4,4,12702,1351,3033,48547566,100
24307,4,4,13049,1403,2951,48547566,100
24231,4,4,13072,1383,2860,48547566,100
25465,4,4,12576,1363,3102,48547566,100
24966,4,4,13012,1354,2902,48547566,100
24686,4,4,13222,1386,2876,48547566,100
24027,4,4,13443,1183,2500,48547566,100
33832,4,4,12824,1490,2981,48547566,100
25850,4,4,13756,1351,2904,48547566,100
23996,4,4,12618,1157,2694,48547566,100
24843,4,4,13518,1345,2886,48547566,100
24506,4,4,12821,1163,2795,48547566,100
24812,4,4,13755,1405,2778,48547566,100
25175,4,4,13869,1426,2849,48547566,100
25015,4,4,13144,1410,2833,48547566,100
