complTime,nM,nR,Mavg,Ravg,SHavg,dataSize,nCores
782048,1148,1009,43301,2725,35094,2159968164,80
786371,1148,1009,43362,2796,35752,2159968164,80
786306,1148,1009,43184,2789,36197,2159968164,80
784286,1148,1009,43175,2751,35923,2159968164,80
802181,1148,1009,44108,2880,37245,2159968164,80
790162,1148,1009,43283,2831,35330,2159968164,80
787102,1148,1009,43779,2820,35452,2159968164,80
794598,1148,1009,43967,2800,35537,2159968164,80
769594,1148,1009,42645,2807,34491,2159968164,80
802740,1148,1009,44323,2778,36506,2159968164,80
895584,1148,1009,44667,2727,46278,2159968164,80
800062,1148,1009,44199,2779,36460,2159968164,80
776035,1148,1009,43881,2834,34207,2159968164,80
784475,1148,1009,43819,2853,35447,2159968164,80
773446,1148,1009,43401,2867,34418,2159968164,80
769174,1148,1009,42550,2862,35077,2159968164,80
780055,1148,1009,43599,2651,34418,2159968164,80
783129,1148,1009,43631,2905,35503,2159968164,80
795788,1148,1009,43078,2782,37223,2159968164,80
783161,1148,1009,43763,2848,35568,2159968164,80
