complTime,nM,nR,Mavg,Ravg,SHavg,dataSize,nCores
325305,434,455,49442,1850,28335,540010211,80
289664,434,455,29650,1930,38215,540010211,80
325006,434,455,40303,1857,37212,540010211,80
209424,434,455,21565,1902,24881,540010211,80
317381,434,455,49690,1882,27143,540010211,80
217002,434,455,22440,1973,26176,540010211,80
316241,434,455,46937,1863,28287,540010211,80
185205,434,455,15163,1900,24920,540010211,80
293516,434,455,32898,1897,36595,540010211,80
296030,434,455,28631,1799,40284,540010211,80
265190,434,455,32522,1843,29667,540010211,80
161764,434,455,15950,1849,16094,540010211,80
177169,434,455,15065,1868,22965,540010211,80
322223,434,455,47655,1892,30294,540010211,80
177730,434,455,18491,1914,20068,540010211,80
407738,434,455,38577,1843,59206,540010211,80
255791,434,455,28265,1909,29948,540010211,80
309627,434,455,41118,1954,32849,540010211,80
221320,434,455,23530,1838,25827,540010211,80
303099,434,455,39931,1872,31680,540010211,80
