Application class: default
complTime,nM,nR,Mavg,Mmax,Ravg,Rmax,SHavg,SHmax,Bavg,Bmax,users,dataSize,nCores
339637,144,151,34201,58113,2155,3116,25295,258433,34104,42813,1,250,20
385057,144,151,43007,83754,1830,2793,24558,253164,34104,42813,1,250,20
258975,144,151,30585,80770,1849,2919,12655,126582,34104,42813,1,250,20
377462,144,151,42197,80182,2129,3098,25545,247153,34104,42813,1,250,20
326922,144,151,32646,56380,2123,3747,24855,241540,34104,42813,1,250,20
385531,144,151,44649,81507,1976,3028,23906,255415,34104,42813,1,250,20
181662,144,151,14985,58722,1724,3109,11914,100054,34104,42813,1,250,20
262429,144,151,31573,85963,2079,3307,13414,122226,34104,42813,1,250,20
391243,144,151,44713,83611,2033,3179,23938,252182,34104,42813,1,250,20
332791,144,151,33684,57351,2163,3386,24796,247098,34104,42813,1,250,20
335577,144,151,34107,56803,1890,2697,24711,256151,34104,42813,1,250,20
215058,144,151,18449,32796,2067,3068,16166,132237,34104,42813,1,250,20
260719,144,151,31344,82673,1910,3302,12917,126229,34104,42813,1,250,20
391825,144,151,45777,83626,1970,3092,24403,256174,34104,42813,1,250,20
388644,144,151,42959,83117,3185,12271,24180,245702,34104,42813,1,250,20
390790,144,151,46454,79717,1968,3144,22940,255840,34104,42813,1,250,20
390827,144,151,45509,82382,2005,3054,24258,259253,34104,42813,1,250,20
286160,144,151,26260,45500,1805,2892,21427,211783,34104,42813,1,250,20
291698,144,151,27144,45315,2134,3201,22983,209775,34104,42813,1,250,20
393615,144,151,45093,82957,2076,3327,25236,263087,34104,42813,1,250,20

