Application class: default
complTime,nM1,M1avg,M1max,nR2,R2avg,R2max,S2avg,S2max,S2Bavg,S2Bmax,nR3,R3avg,R3max,S3avg,S3max,S3Bavg,S3Bmax,nM4,M4avg,M4max,nR5,R5avg,R5max,S5avg,S5max,S5Bavg,S5Bmax,users,dataSize,nCores
315414,40,71247,118081,8,2712,4782,50466,55626,172348,172348,1,584,584,2926,2926,7102,7102,1,47324,47324,1,3920,3920,12784,12784,190065,190065,1,40,8
310323,40,68615,120954,8,2621,3642,47740,55872,172348,172348,1,279,279,4668,4668,7102,7102,1,48301,48301,1,3138,3138,9956,9956,190065,190065,1,40,8
338999,27,101577,153452,8,6613,8970,28949,35686,172348,172348,1,6014,6014,2964,2964,7102,7102,1,43890,43890,1,4003,4003,10347,10347,190065,190065,1,40,8
293284,27,92169,124227,8,2940,4170,35566,44158,172348,172348,1,1736,1736,2844,2844,7102,7102,1,33859,33859,1,4629,4629,8239,8239,190065,190065,1,40,8
290263,27,94707,128674,8,1904,3182,27531,34456,172348,172348,1,265,265,7642,7642,7102,7102,1,17825,17825,1,3507,3507,8400,8400,190065,190065,1,40,8
293526,27,82069,119790,8,4662,6522,27728,34008,172348,172348,1,5289,5289,1958,1958,7102,7102,1,26201,26201,1,3039,3039,12039,12039,190065,190065,1,40,8
313457,27,93524,143515,8,4657,6492,27436,33909,172348,172348,1,5785,5785,2012,2012,7102,7102,1,54292,54292,1,2263,2263,5403,5403,190065,190065,1,40,8
313776,27,93624,147173,8,3897,8383,60279,74348,172348,172348,1,805,805,6362,6362,7102,7102,1,42646,42646,1,825,825,3073,3073,190065,190065,1,40,8
269345,27,89221,119647,8,1909,3492,26109,32288,172348,172348,1,1783,1783,3055,3055,7102,7102,1,56718,56718,1,2798,2798,6784,6784,190065,190065,1,40,8
279184,27,88786,116367,8,3223,4725,25402,32133,172348,172348,1,851,851,5506,5506,7102,7102,1,47562,47562,1,2434,2434,6593,6593,190065,190065,1,40,8
274676,27,95489,113970,8,2756,3425,15423,17306,172348,172348,1,1657,1657,5114,5114,7102,7102,1,41909,41909,1,2791,2791,6127,6127,190065,190065,1,40,8
293734,27,88925,142398,8,3508,5774,46982,61466,172348,172348,1,691,691,7451,7451,7102,7102,1,35776,35776,1,3327,3327,8150,8150,190065,190065,1,40,8
281873,27,87904,147992,8,4175,7585,31714,47120,172348,172348,1,2084,2084,2582,2582,7102,7102,1,35619,35619,1,1286,1286,2513,2513,190065,190065,1,40,8
299051,27,92686,151929,8,3328,4549,41456,55626,172348,172348,1,1875,1875,6989,6989,7102,7102,1,37810,37810,1,3880,3880,8354,8354,190065,190065,1,40,8
271993,27,91029,116483,8,3001,3724,17153,22241,172348,172348,1,719,719,4148,4148,7102,7102,1,53369,53369,1,2649,2649,5874,5874,190065,190065,1,40,8
255569,27,88758,114757,8,1593,1963,16763,18857,172348,172348,1,259,259,2921,2921,7102,7102,1,48273,48273,1,2833,2833,5047,5047,190065,190065,1,40,8
294455,27,84570,146534,8,6950,9136,31048,32845,172348,172348,1,7792,7792,2181,2181,7102,7102,1,55922,55922,1,4222,4222,1760,1760,190065,190065,1,40,8
274731,27,87782,110261,8,2285,3155,29332,35635,172348,172348,1,263,263,4881,4881,7102,7102,1,37495,37495,1,2110,2110,5047,5047,190065,190065,1,40,8
295617,27,84369,145583,8,4226,6166,24304,28260,172348,172348,1,5469,5469,2435,2435,7102,7102,1,33382,33382,1,1495,1495,1541,1541,190065,190065,1,40,8
264849,27,89744,117114,8,2893,3224,12641,14999,172348,172348,1,333,333,5420,5420,7102,7102,1,47888,47888,1,1853,1853,4603,4603,190065,190065,1,40,8

