complTime,nCores
550956,60
563605,60
544131,60
557896,60
556573,60
556691,60
554211,60
562840,60
566938,60
569305,60
547731,60
556781,60
556862,60
554292,60
560866,60
550012,60
540390,60
560169,60
570998,60
552370,60
