complTime,nCores
487957,100
356543,100
392981,100
338057,100
425186,100
317972,100
352921,100
343113,100
263323,100
345145,100
227873,100
425630,100
195986,100
333567,100
223544,100
355986,100
340203,100
334949,100
413544,100
363254,100
