complTime,nM,nR,Mavg,Mmax,Ravg,Rmax,SHavg,SHmax,dataSize,nCores
73643,2,2,40836,57776,6321,6536,33743,33982,18271305,80
72443,2,2,41559,57768,6112,6421,31633,31872,18271305,80
76838,2,2,43853,61345,6198,6246,34746,34775,18271305,80
72948,2,2,42023,59049,5878,5999,32503,32961,18271305,80
68867,2,2,39732,54204,6044,6148,27537,27962,18271305,80
71632,2,2,40264,56005,6156,6437,31017,31623,18271305,80
69788,2,2,41249,55302,6046,6225,27390,27611,18271305,80
72010,2,2,41008,56819,6055,6190,30673,31086,18271305,80
70750,2,2,39684,54761,6127,6258,31278,31306,18271305,80
75731,2,2,42352,61147,6000,6131,37191,37250,18271305,80
67319,2,2,38345,52564,6028,6253,27646,27845,18271305,80
72526,2,2,40491,57765,6023,6104,33665,34001,18271305,80
72867,2,2,42947,58233,6056,6251,29832,29973,18271305,80
80030,2,2,45528,64918,6103,6211,37574,38090,18271305,80
74902,2,2,43128,60099,6084,6187,32625,33051,18271305,80
74493,2,2,42836,60016,6269,6281,33555,33933,18271305,80
78538,2,2,44465,63082,6064,6316,37923,37951,18271305,80
75887,2,2,41575,59343,6148,6324,36905,36913,18271305,80
71280,2,2,40114,56690,6184,6415,32436,32870,18271305,80
72384,2,2,41384,56514,6227,6254,30161,30417,18271305,80
